arrival_hydrophone,init_arrival_time
h3,18107.940723784708
h3,18107.940825416652
h3,18107.94082631943
h3,18107.940830138876
h3,18107.94084467591
h3,18107.940848495356
h3,18107.9412345023
h3,18107.94123833332
h3,18107.942173124986
h3,18107.942300706007
h3,18107.94406790508
h3,18107.944069548597
h3,18107.944071192116
h3,18107.944073263876
h3,18107.944081469894
h3,18107.944083067116
h3,18107.944089814802
h3,18107.944092407393
h3,18107.944456840265
h3,18107.944509131932
h3,18107.94451020832
h3,18107.94451276619
h3,18107.944627152763
h3,18107.944629849524
h3,18107.944760509246
h3,18107.94504302082
h3,18107.945053969896
h3,18107.94507103008
h3,18107.945075393505
h3,18107.94508130786
h3,18107.945742349522
h3,18107.946082233782
h3,18107.94608557869
h3,18107.946089768506
h3,18107.946331516192
h3,18107.946550023134
h3,18107.946550960634
h3,18107.946552384245
h3,18107.946553680544
h3,18107.94655725693
h3,18107.94655876156
h3,18107.946560486096
h3,18107.94656219906
h3,18107.94688751156
h3,18107.946888437487
h3,18107.946889409708
h3,18107.94689116897
h3,18107.946949814803
h3,18107.94695077545
h3,18107.94695228008
h3,18107.946953576375
h3,18107.94695530091
h3,18107.94695696758
h3,18107.947202696745
h3,18107.947203657393
h3,18107.94720631943
h3,18107.94721924767
h3,18107.947351932857
h3,18107.947352835636
h3,18107.94735399304
h3,18107.947355046283
h3,18107.947369826376
h3,18107.9473711111
h3,18107.947372349525
h3,18107.947413148137
h3,18107.94741401619
h3,18107.947421643505
h3,18107.94742265045
h3,18107.947427939802
h3,18107.94743055554
h3,18107.94748052082
h3,18107.94748390045
h3,18107.947493784708
h3,18107.947496249988
h3,18107.947623796284
h3,18107.94762796295
h3,18107.94763208332
h3,18107.94763299767
h3,18107.947633888874
h3,18107.94763554397
h3,18107.94763725693
h3,18107.947638252303
h3,18107.94763913193
h3,18107.94764071758
h3,18107.947650648133
h3,18107.94765156249
h3,18107.947653379615
h3,18107.94765549767
h3,18107.94765665508
h3,18107.94765778934
h3,18107.947660543967
h3,18107.947663009247
h3,18107.947701331006
h3,18107.947702291654
h3,18107.94770498841
h3,18107.94775230323
h3,18107.94775398147
h3,18107.947756365727
h3,18107.947759236096
h3,18107.947760138875
h3,18107.947872060173
h3,18107.9478776736
h3,18107.947885416652
h3,18107.947928935173
h3,18107.947965219893
h4,18107.94801417823
h4,18107.948024583322
h4,18107.948026782396
h4,18107.94802995369
h4,18107.94803435184
h4,18107.94803531249
h4,18107.948036527767
h4,18107.94803739582
h4,18107.948039502302
h4,18107.948073344895
h4,18107.948076111097
h4,18107.948254340266
h4,18107.948256030082
h4,18107.94825824073
h4,18107.948259317116
h4,18107.94826081017
h4,18107.948270104156
h4,18107.948271064804
h4,18107.948272662026
h4,18107.94827466434
h4,18107.948355381934
h4,18107.9483604398
h4,18107.94836153934
h4,18107.948363009247
h4,18107.94837228008
h4,18107.94838833332
h4,18107.94852912036
h4,18107.948532337952
h4,18107.94868937499
h4,18107.94871278934
h4,18107.948747083323
h4,18107.948749618045
h4,18107.948758738414
h4,18107.948768171285
h4,18107.948825312487
h4,18107.94882755786
h4,18107.948850023135
h4,18107.94885701388
h4,18107.948864340266
h4,18107.94886528934
h4,18107.94886722221
h4,18107.948872662026
h4,18107.948928912025
h4,18107.948931504616
h4,18107.948932384246
h4,18107.948933287025
h4,18107.94893600693
h4,18107.948937326375
h4,18107.948938460635
h4,18107.948939768507
h4,18107.94894103008
h4,18107.94915497684
h4,18107.94915591434
h4,18107.949156863415
h4,18107.94915776619
h4,18107.94915903934
h4,18107.949159930544
h4,18107.949160833323
h4,18107.949161724526
h4,18107.949162754616
h4,18107.949163692116
h4,18107.949164942118
h4,18107.94916657406
h4,18107.949173831006
h4,18107.949177581006
h4,18107.94936327545
h4,18107.949364143507
h4,18107.94936554397
h4,18107.9493920486
h4,18107.949393043968
h4,18107.949394432857
h4,18107.94944815971
h4,18107.949449259246
h4,18107.949635011562
h4,18107.94963620369
h4,18107.949637557856
h4,18107.94964083332
h4,18107.949642233783
h4,18107.949643206008
h4,18107.949644247674
h4,18107.949645208322
h4,18107.949646331006
h4,18107.949647430545
h4,18107.9496482986
h4,18107.94964940971
h4,18107.949652210635
h4,18107.94965327545
h4,18107.94966057869
h4,18107.949661550912
h4,18107.949662546285
h4,18107.94966409721
h4,18107.949665081007
h4,18107.949667384248
h4,18107.94967054397
h4,18107.94967273147
h4,18107.949675277767
h4,18107.94969268517
h4,18107.949693692117
h4,18107.949695069434
h4,18107.94969622684
h4,18107.94969843749
h4,18107.94969991897
h4,18107.94970100693
h4,18107.9497020023
h4,18107.949702939804
h4,18107.949703877304
h4,18107.949705254618
h4,18107.94976577545
h4,18107.94976728008
h4,18107.949768148137
h4,18107.949769224524
h4,18107.94977068286
h4,18107.949771759246
h4,18107.949821840266
h4,18107.949823252304
h4,18107.949824386564
h4,18107.9498532986
h4,18107.949857372674
h4,18107.949923229153
h4,18107.949924432858
h4,18107.94992577545
h4,18107.95042614582
h4,18107.950428912023
h4,18107.950482094897
h4,18107.950482997672
h4,18107.950484259247
h4,18107.95048534721
h4,18107.95048630786
h4,18107.950488032395
h4,18107.95048921295
h4,18107.95049052082
h4,18107.95049208332
h4,18107.950533993044
h4,18107.95053534721
h4,18107.950536377302
h4,18107.950537546283
h4,18107.950575185172
h4,18107.950576064803
h4,18107.950576956006
h4,18107.950577881933
h4,18107.950578912027
h4,18107.95058026619
h4,18107.950617083323
h4,18107.9506179861
h4,18107.950618946747
h4,18107.95093876156
h4,18107.95094009258
h4,18107.95094097221
h4,18107.951088344897
h4,18107.95108921295
h4,18107.95121884258
h4,18107.951292800914
h4,18107.95129378471
h4,18107.9512951736
h4,18107.951394479154
h4,18107.95139540508
h4,18107.951652152766
h4,18107.951653969896
h4,18107.951655162025
h4,18107.95169091434
h4,18107.951694432857
h4,18107.951707835637
h4,18107.951708749988
h4,18107.95170964119
h4,18107.95171083332
h4,18107.95171190971
h4,18107.951825567117
h4,18107.951826782395
h4,18107.95183435184
h4,18107.95183526619
h4,18107.951836180542
h4,18107.95185202545
h4,18107.951865254618
h4,18107.95186677082
h4,18107.95186778934
h4,18107.952003194434
h4,18107.95200406249
h4,18107.952058738414
h4,18107.952059629617
h4,18107.952066689802
h4,18107.952068402767
h4,18107.952143935174
h4,18107.95214497684
h4,18107.952146064803
h4,18107.952147465265
h4,18107.952148946748
h4,18107.95215054397
h4,18107.952151527767
h4,18107.952152569433
h4,18107.952153576378
h4,18107.95233693286
h4,18107.95234165508
h4,18107.952348634248
h4,18107.952475682858
h4,18107.952477719897
h4,18107.952502905082
h4,18107.95250401619
h4,18107.952504953693
h4,18107.9525101736
h4,18107.952554247673
h4,18107.952575324063
h4,18107.952577326378
h4,18107.95258278934
h4,18107.952585324063
h4,18107.952689328693
h4,18107.95269778934
h4,18107.952752245357
h4,18107.95275468749
h4,18107.95275952545
h4,18107.95276866897
h5,18107.95284121527
h5,18107.952842280083
h5,18107.95284337962
h5,18107.95284613425
h5,18107.95284937499
h5,18107.952850532398
h5,18107.952853460636
h5,18107.9530361111
h5,18107.953041180546
h5,18107.95329074073
h5,18107.953291689802
h5,18107.953302858787
h5,18107.953303819435
h5,18107.953330590266
h5,18107.953333935173
h5,18107.953348703693
h5,18107.953354050915
h5,18107.95335503471
h5,18107.95335971064
h5,18107.95336091434
h5,18107.95336201388
h5,18107.953362939803
h5,18107.95337228008
h5,18107.953373703695
h5,18107.95341033564
h5,18107.953411574064
h5,18107.9534129861
h5,18107.953576435175
h5,18107.95357747684
h5,18107.95358032406
h5,18107.953582372673
h5,18107.953587337954
h5,18107.95360224536
h5,18107.95369218749
h5,18107.953696319433
h5,18107.953705590266
h5,18107.953777916657
h5,18107.953779629617
h5,18107.953780787026
h5,18107.953781747674
h5,18107.9537829861
h5,18107.95378499999
h5,18107.95378833332
h5,18107.95378929397
h5,18107.953801585638
h5,18107.95380255786
h5,18107.953852094895
h5,18107.95385324073
h5,18107.953856712953
h5,18107.95385964119
h5,18107.953895706007
h5,18107.953947094895
h5,18107.953954930545
h5,18107.953956331006
h5,18107.953985150452
h5,18107.953988599525
h5,18107.9539895949
h5,18107.953990659713
h5,18107.953991979157
h5,18107.95399290508
h5,18107.95400097221
h5,18107.954002372673
h5,18107.9540114236
h5,18107.954012824062
h5,18107.95401747684
h5,18107.95402523147
h5,18107.954026203694
h5,18107.954027430544
h5,18107.95402883101
h5,18107.954030567118
h5,18107.954031967583
h5,18107.954033217582
h5,18107.954060787026
h5,18107.954061944434
h5,18107.954063715268
h5,18107.95406523147
h5,18107.954066562488
h5,18107.954067962954
h5,18107.95406903934
h5,18107.954072199063
h5,18107.954080277766
h5,18107.954142708324
h5,18107.95414409721
h5,18107.95418162036
h5,18107.9541829861
h5,18107.95418565971
h5,18107.9541870486
h5,18107.954199340267
h5,18107.95420074073
h5,18107.954202291658
h5,18107.95453730323
h5,18107.95453835647
h5,18107.95453997684
h5,18107.95455343749
h5,18107.95455431712
h5,18107.954560659713
h5,18107.954562962954
h5,18107.954563935175
h5,18107.95456605323
h5,18107.954575335636
h5,18107.95457630786
h5,18107.954578599525
h5,18107.954632094898
h5,18107.95463343749
h5,18107.954650787025
h5,18107.95465185184
h5,18107.95477738425
h5,18107.954932453693
h5,18107.954933391193
h5,18107.955138194433
h5,18107.955467372674
h5,18107.95546843749
h5,18107.955545243043
h5,18107.955546747675
h5,18107.955548159713
h5,18107.955549988415
h5,18107.95555318286
h5,18107.955600011563
h5,18107.955601006932
h5,18107.955602893508
h5,18107.955603773138
h5,18107.95560466434
h5,18107.955605763877
h5,18107.955622638878
h5,18107.955624050916
h5,18107.95562509258
h5,18107.955949768508
h5,18107.955974421286
h5,18107.955978599526
h5,18107.955981898136
h5,18107.955990752303
h5,18107.955995960638
h5,18107.955997627305
h5,18107.956000358787
h5,18107.956001354156
h5,18107.95615755786
h5,18107.956219201376
h5,18107.95622071758
h5,18107.956222662026
h5,18107.9562236111
h5,18107.956253067117
h5,18107.9562586111
h5,18107.956259560175
h5,18107.956262835636
h5,18107.956263958324
h5,18107.956268993046
h5,18107.95627218749
h5,18107.956273888878
h5,18107.95627480323
h5,18107.95643792823
h5,18107.95643898147
h5,18107.95645747684
h5,18107.95645841434
h5,18107.956459305544
h5,18107.95646032406
h5,18107.956535462952
h5,18107.956536331007
h5,18107.956537372673
h5,18107.95653832175
h5,18107.956539768507
h5,18107.956598483786
h5,18107.95659937499
h5,18107.956600590267
h5,18107.95660167823
h5,18107.95660258101
h5,18107.956605671287
h5,18107.956676342583
h5,18107.956678148137
h5,18107.956680810174
h5,18107.95668542823
h5,18107.956758425917
h5,18107.956815219895
h5,18107.956819594896
h5,18107.956826469897
h5,18107.956841574065
h5,18107.95684937499
h5,18107.956852592582
h5,18107.95685403934
h5,18107.956854953693
h5,18107.956896782398
h5,18107.95689937499
h5,18107.956972997676
h5,18107.95697690971
h5,18107.956983206008
h6,18107.957091967583
h6,18107.957183831008
h6,18107.95756398147
h6,18107.9576489236
h6,18107.957650312488
h6,18107.957651921286
h6,18107.957654756934
h6,18107.957655763876
h6,18107.957716307857
h6,18107.95771722221
h6,18107.95776108795
h6,18107.95776245369
h6,18107.95781119212
h6,18107.957812129618
h6,18107.95781466434
h6,18107.957815624988
h6,18107.9578439236
h6,18107.95784491897
h6,18107.957846608784
h6,18107.95795653934
h6,18107.95795741897
h6,18107.957958425915
h6,18107.957993807857
h6,18107.957994872675
h6,18107.957996828693
h6,18107.957998194433
h6,18107.957999074064
h6,18107.958004224525
h6,18107.958009131933
h6,18107.958013171283
h6,18107.9580142361
h6,18107.95801732638
h6,18107.95801988425
h6,18107.958020868045
h6,18107.958022106468
h6,18107.958068483786
h6,18107.95806937499
h6,18107.958116041656
h6,18107.958120509247
h6,18107.958122465265
h6,18107.958126817117
h6,18107.958167870358
h6,18107.958168865727
h6,18107.958170682858
h6,18107.958171643506
h6,18107.958209733784
h6,18107.958210752302
h6,18107.95822931712
h6,18107.958230196746
h6,18107.95823114582
h6,18107.958233032397
h6,18107.958240578693
h6,18107.95824153934
h6,18107.958242939803
h6,18107.958243807858
h6,18107.958306898137
h6,18107.95833773147
h6,18107.958462719896
h6,18107.9584636111
h6,18107.95864491897
h6,18107.958647523137
h6,18107.95864872684
h6,18107.958649988414
h6,18107.958652071746
h6,18107.9586529861
h6,18107.958654872673
h6,18107.958657199062
h6,18107.958758425913
h6,18107.958868182857
h6,18107.95887114582
h6,18107.95887225693
h6,18107.95891284721
h6,18107.958955868045
h6,18107.958979594896
h6,18107.958981018506
h6,18107.9589857986
h6,18107.958989560175
h6,18107.958993333323
h6,18107.958998090267
h6,18107.959003263877
h6,18107.959004201377
h6,18107.95900858795
h6,18107.95901302082
h6,18107.959014085638
h6,18107.959024444433
h6,18107.959034872674
h6,18107.959035798598
